utilizacao,tx_juros,vr_parcelas,log_renda_anual,idx_div_renda,pont_mutuario,saldo_rotativo,tx_util_credito,tx_juros_faixa,vr_parcelas_faixa,log_renda_anual_faixa,idx_div_renda_faixa,pont_mutuario_faixa,log_saldo_rotativo,log_saldo_rotativo_faixa,tx_util_credito_faixa,devedor,atende_criterios,consult_mutuario_cred,nro_reg_deprec,0-1__utilizacao_all_other,0-1__utilizacao_credit_card,0-1__utilizacao_debt_consolidation,0-1__utilizacao_educational,0-1__utilizacao_home_improvement,0-1__utilizacao_major_purchase,0-1__utilizacao_small_business,ord__tx_juros_faixa,ord__vr_parcelas_faixa,ord__log_renda_anual_faixa,ord__idx_div_renda_faixa,ord__pont_mutuario_faixa,ord__log_saldo_rotativo_faixa,ord__tx_util_credito_faixa
credit_card,11.0,442.0,11.0,9.0,742.0,28075.0,57.8,"(10.0, 12.0]","(390.0, 520.0]","(10.0, 11.0]","(8.0, 9.0]","(740, 742]",4.0,"(3.0, 6.0]","(45.0, 60.0]",0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17.0,18.0,0.0,0.0
all_other,8.0,188.0,11.0,4.0,757.0,508.0,6.1,"(6.0, 8.0]","(130.0, 260.0]","(10.0, 11.0]","(3.0, 4.0]","(756, 758]",3.0,"(0.0, 3.0]","(0.0, 15.0]",0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,18.0,11.0,1.0,2.0
debt_consolidation,12.0,159.0,11.0,15.0,697.0,52275.0,33.7,"(10.0, 12.0]","(130.0, 260.0]","(10.0, 11.0]","(14.0, 15.0]","(696, 698]",5.0,"(3.0, 6.0]","(30.0, 45.0]",0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,7.0,20.0,0.0,0.0
all_other,12.0,199.0,10.0,10.0,757.0,147.0,2.4,"(10.0, 12.0]","(130.0, 260.0]","(9.0, 10.0]","(9.0, 10.0]","(756, 758]",2.0,"(0.0, 3.0]","(0.0, 15.0]",0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,3.0,8.0,1.0,6.0
small_business,9.0,230.0,11.0,16.0,802.0,1138.0,9.5,"(8.0, 10.0]","(130.0, 260.0]","(10.0, 11.0]","(15.0, 16.0]","(800, 802]",3.0,"(0.0, 3.0]","(0.0, 15.0]",0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,19.0,0.0,0.0
all_other,8.0,188.0,11.0,14.0,757.0,2081.0,10.1,"(6.0, 8.0]","(130.0, 260.0]","(10.0, 11.0]","(13.0, 14.0]","(756, 758]",3.0,"(0.0, 3.0]","(0.0, 15.0]",0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,15.0,16.0,1.0,2.0
educational,12.0,200.0,11.0,21.0,687.0,34866.0,70.1,"(10.0, 12.0]","(130.0, 260.0]","(10.0, 11.0]","(20.0, 21.0]","(686, 688]",5.0,"(3.0, 6.0]","(60.0, 75.0]",0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,20.0,7.0,1.0,4.0
home_improvement,9.0,319.0,10.0,3.0,772.0,473.0,1.9,"(8.0, 10.0]","(260.0, 390.0]","(9.0, 10.0]","(2.0, 3.0]","(770, 772]",3.0,"(0.0, 3.0]","(0.0, 15.0]",0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0,15.0,1.0,1.0
debt_consolidation,12.0,159.0,11.0,19.0,707.0,4224.0,40.2,"(10.0, 12.0]","(130.0, 260.0]","(10.0, 11.0]","(18.0, 19.0]","(706, 708]",4.0,"(3.0, 6.0]","(30.0, 45.0]",0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,18.0,5.0,1.0,3.0
debt_consolidation,12.0,666.0,11.0,15.0,727.0,28585.0,60.8,"(10.0, 12.0]","(650.0, 780.0]","(10.0, 11.0]","(14.0, 15.0]","(726, 728]",4.0,"(3.0, 6.0]","(60.0, 75.0]",1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,15.0,4.0,1.0,6.0
debt_consolidation,14.000000000000002,103.0,10.0,1.0,662.0,443.0,15.8,"(14.0, 16.0]","(0.0, 130.0]","(9.0, 10.0]","(0.0, 1.0]","(660, 662]",3.0,"(0.0, 3.0]","(15.0, 30.0]",0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,8.0,6.0,1.0,5.0
credit_card,11.0,213.0,11.0,14.0,722.0,5339.0,20.1,"(10.0, 12.0]","(130.0, 260.0]","(10.0, 11.0]","(13.0, 14.0]","(720, 722]",4.0,"(3.0, 6.0]","(15.0, 30.0]",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,1.0,13.0,1.0,0.0,4.0
credit_card,15.0,347.0,12.0,6.0,662.0,6204.0,27.8,"(14.0, 16.0]","(260.0, 390.0]","(11.0, 12.0]","(5.0, 6.0]","(660, 662]",4.0,"(3.0, 6.0]","(15.0, 30.0]",0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,1.0,10.0,19.0,0.0,0.0
credit_card,14.000000000000002,516.0,12.0,17.0,677.0,71663.0,83.2,"(14.0, 16.0]","(390.0, 520.0]","(11.0, 12.0]","(16.0, 17.0]","(676, 678]",5.0,"(3.0, 6.0]","(75.0, 90.0]",0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,2.0,15.0,6.0,1.0,6.0
debt_consolidation,9.0,95.0,10.0,1.0,752.0,2087.0,50.9,"(8.0, 10.0]","(0.0, 130.0]","(9.0, 10.0]","(0.0, 1.0]","(750, 752]",3.0,"(0.0, 3.0]","(45.0, 60.0]",0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,7.0,18.0,1.0,1.0
debt_consolidation,9.0,204.0,10.0,23.0,802.0,6729.0,64.7,"(8.0, 10.0]","(130.0, 260.0]","(9.0, 10.0]","(22.0, 23.0]","(800, 802]",4.0,"(3.0, 6.0]","(60.0, 75.0]",0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,3.0,1.0,1.0,5.0
debt_consolidation,12.0,396.0,11.0,14.0,712.0,10913.0,69.5,"(10.0, 12.0]","(390.0, 520.0]","(10.0, 11.0]","(13.0, 14.0]","(710, 712]",4.0,"(3.0, 6.0]","(60.0, 75.0]",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0
all_other,8.0,156.0,12.0,1.0,772.0,5081.0,5.1,"(6.0, 8.0]","(130.0, 260.0]","(11.0, 12.0]","(0.0, 1.0]","(770, 772]",4.0,"(3.0, 6.0]","(0.0, 15.0]",0.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,11.0,18.0,1.0,2.0
credit_card,12.0,283.0,10.0,19.0,702.0,12920.0,72.2,"(10.0, 12.0]","(260.0, 390.0]","(9.0, 10.0]","(18.0, 19.0]","(700, 702]",4.0,"(3.0, 6.0]","(60.0, 75.0]",0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,10.0,9.0,0.0,2.0
all_other,12.0,165.0,10.0,11.0,722.0,5308.0,40.2,"(10.0, 12.0]","(130.0, 260.0]","(9.0, 10.0]","(10.0, 11.0]","(720, 722]",4.0,"(3.0, 6.0]","(30.0, 45.0]",0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,13.0,11.0,1.0,5.0
credit_card,12.0,133.0,10.0,23.0,697.0,14460.0,71.6,"(10.0, 12.0]","(130.0, 260.0]","(9.0, 10.0]","(22.0, 23.0]","(696, 698]",4.0,"(3.0, 6.0]","(60.0, 75.0]",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,1.0,11.0,13.0,1.0,4.0
debt_consolidation,13.0,338.0,10.0,4.0,697.0,10090.0,29.7,"(12.0, 14.0]","(260.0, 390.0]","(9.0, 10.0]","(3.0, 4.0]","(696, 698]",4.0,"(3.0, 6.0]","(15.0, 30.0]",0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,1.0,11.0,6.0,1.0,1.0
debt_consolidation,13.0,538.0,11.0,17.0,702.0,19306.0,70.2,"(12.0, 14.0]","(520.0, 650.0]","(10.0, 11.0]","(16.0, 17.0]","(700, 702]",4.0,"(3.0, 6.0]","(60.0, 75.0]",0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,14.0,10.0,0.0,6.0
home_improvement,8.0,125.0,12.0,1.0,772.0,5220.0,12.7,"(6.0, 8.0]","(0.0, 130.0]","(11.0, 12.0]","(0.0, 1.0]","(770, 772]",4.0,"(3.0, 6.0]","(0.0, 15.0]",0.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,11.0,13.0,1.0,2.0
credit_card,14.000000000000002,239.0,11.0,18.0,707.0,12197.0,95.3,"(14.0, 16.0]","(130.0, 260.0]","(10.0, 11.0]","(17.0, 18.0]","(706, 708]",4.0,"(3.0, 6.0]","(90.0, 105.0]",1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,16.0,20.0,1.0,1.0
home_improvement,9.0,294.0,11.0,20.0,772.0,1492.0,16.8,"(8.0, 10.0]","(260.0, 390.0]","(10.0, 11.0]","(19.0, 20.0]","(770, 772]",3.0,"(0.0, 3.0]","(15.0, 30.0]",0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,9.0,5.0,1.0,5.0
debt_consolidation,11.0,236.0,11.0,7.0,717.0,10147.0,31.7,"(10.0, 12.0]","(130.0, 260.0]","(10.0, 11.0]","(6.0, 7.0]","(716, 718]",4.0,"(3.0, 6.0]","(30.0, 45.0]",0.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,4.0,18.0,1.0,3.0
all_other,12.0,133.0,10.0,8.0,697.0,3347.0,79.7,"(10.0, 12.0]","(130.0, 260.0]","(9.0, 10.0]","(7.0, 8.0]","(696, 698]",4.0,"(3.0, 6.0]","(75.0, 90.0]",0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,15.0,0.0,0.0
all_other,14.000000000000002,136.0,11.0,8.0,712.0,11352.0,98.7,"(14.0, 16.0]","(130.0, 260.0]","(10.0, 11.0]","(7.0, 8.0]","(710, 712]",4.0,"(3.0, 6.0]","(90.0, 105.0]",1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,20.0,0.0,0.0
debt_consolidation,11.0,209.0,10.0,6.0,742.0,8810.0,23.2,"(10.0, 12.0]","(130.0, 260.0]","(9.0, 10.0]","(5.0, 6.0]","(740, 742]",4.0,"(3.0, 6.0]","(15.0, 30.0]",0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,1.0,11.0,11.0,1.0,1.0
all_other,14.000000000000002,155.0,12.0,17.0,682.0,66461.0,90.1,"(14.0, 16.0]","(130.0, 260.0]","(11.0, 12.0]","(16.0, 17.0]","(680, 682]",5.0,"(3.0, 6.0]","(90.0, 105.0]",0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,6.0,17.0,1.0,1.0
small_business,12.0,167.0,11.0,13.0,722.0,5867.0,70.7,"(10.0, 12.0]","(130.0, 260.0]","(10.0, 11.0]","(12.0, 13.0]","(720, 722]",4.0,"(3.0, 6.0]","(60.0, 75.0]",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,3.0,2.0,16.0,10.0,0.0,1.0
all_other,12.0,113.0,12.0,23.0,702.0,67843.0,91.8,"(10.0, 12.0]","(0.0, 130.0]","(11.0, 12.0]","(22.0, 23.0]","(700, 702]",5.0,"(3.0, 6.0]","(90.0, 105.0]",1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0
home_improvement,9.0,160.0,12.0,8.0,757.0,20334.0,25.5,"(8.0, 10.0]","(130.0, 260.0]","(11.0, 12.0]","(7.0, 8.0]","(756, 758]",4.0,"(3.0, 6.0]","(15.0, 30.0]",0.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,4.0,1.0,7.0,16.0,1.0,3.0
educational,12.0,83.0,10.0,19.0,697.0,483.0,4.6,"(10.0, 12.0]","(0.0, 130.0]","(9.0, 10.0]","(18.0, 19.0]","(696, 698]",3.0,"(0.0, 3.0]","(0.0, 15.0]",0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,14.0,20.0,1.0,4.0
educational,9.0,160.0,10.0,19.0,752.0,11096.0,10.4,"(8.0, 10.0]","(130.0, 260.0]","(9.0, 10.0]","(18.0, 19.0]","(750, 752]",4.0,"(3.0, 6.0]","(0.0, 15.0]",0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,4.0,1.0,17.0,6.0,1.0,5.0
all_other,13.0,235.0,10.0,3.0,707.0,3449.0,19.7,"(12.0, 14.0]","(130.0, 260.0]","(9.0, 10.0]","(2.0, 3.0]","(706, 708]",4.0,"(3.0, 6.0]","(15.0, 30.0]",1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,21.0,19.0,1.0,2.0
small_business,15.0,553.0,11.0,19.0,672.0,3364.0,44.9,"(14.0, 16.0]","(520.0, 650.0]","(10.0, 11.0]","(18.0, 19.0]","(670, 672]",4.0,"(3.0, 6.0]","(30.0, 45.0]",1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,1.0,1.0,16.0,1.0,0.0,0.0
debt_consolidation,13.0,446.0,11.0,7.0,697.0,10965.0,85.7,"(12.0, 14.0]","(390.0, 520.0]","(10.0, 11.0]","(6.0, 7.0]","(696, 698]",4.0,"(3.0, 6.0]","(75.0, 90.0]",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,1.0,8.0,5.0,1.0,5.0
credit_card,13.0,441.0,11.0,14.0,692.0,21199.0,90.2,"(12.0, 14.0]","(390.0, 520.0]","(10.0, 11.0]","(13.0, 14.0]","(690, 692]",4.0,"(3.0, 6.0]","(90.0, 105.0]",0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,4.0,1.0,12.0,10.0,1.0,4.0
educational,16.0,131.0,11.0,13.0,662.0,5635.0,97.2,"(14.0, 16.0]","(130.0, 260.0]","(10.0, 11.0]","(12.0, 13.0]","(660, 662]",4.0,"(3.0, 6.0]","(90.0, 105.0]",0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,21.0,6.0,1.0,6.0
credit_card,13.0,309.0,11.0,22.0,692.0,14299.0,79.4,"(12.0, 14.0]","(260.0, 390.0]","(10.0, 11.0]","(21.0, 22.0]","(690, 692]",4.0,"(3.0, 6.0]","(75.0, 90.0]",0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,5.0,1.0,13.0,17.0,1.0,3.0
debt_consolidation,8.0,218.0,11.0,13.0,772.0,21054.0,21.4,"(6.0, 8.0]","(130.0, 260.0]","(10.0, 11.0]","(12.0, 13.0]","(770, 772]",4.0,"(3.0, 6.0]","(15.0, 30.0]",0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,13.0,11.0,1.0,1.0
credit_card,9.0,383.0,11.0,7.0,772.0,26050.0,26.1,"(8.0, 10.0]","(260.0, 390.0]","(10.0, 11.0]","(6.0, 7.0]","(770, 772]",4.0,"(3.0, 6.0]","(15.0, 30.0]",0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,1.0,12.0,0.0,1.0,2.0
major_purchase,8.0,157.0,11.0,5.0,802.0,112.0,1.1,"(6.0, 8.0]","(130.0, 260.0]","(10.0, 11.0]","(4.0, 5.0]","(800, 802]",2.0,"(0.0, 3.0]","(0.0, 15.0]",0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,18.0,17.0,1.0,2.0
major_purchase,11.0,312.0,11.0,19.0,757.0,336.0,4.7,"(10.0, 12.0]","(260.0, 390.0]","(10.0, 11.0]","(18.0, 19.0]","(756, 758]",3.0,"(0.0, 3.0]","(0.0, 15.0]",0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,1.0,7.0,17.0,0.0,0.0
all_other,12.0,149.0,11.0,4.0,702.0,1961.0,55.7,"(10.0, 12.0]","(130.0, 260.0]","(10.0, 11.0]","(3.0, 4.0]","(700, 702]",3.0,"(0.0, 3.0]","(45.0, 60.0]",0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,9.0,13.0,0.0,0.0
debt_consolidation,10.0,321.0,12.0,18.0,802.0,21578.0,68.5,"(8.0, 10.0]","(260.0, 390.0]","(11.0, 12.0]","(17.0, 18.0]","(800, 802]",4.0,"(3.0, 6.0]","(60.0, 75.0]",0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,4.0,1.0,10.0,10.0,1.0,5.0
credit_card,13.0,118.0,10.0,8.0,687.0,5174.0,89.2,"(12.0, 14.0]","(0.0, 130.0]","(9.0, 10.0]","(7.0, 8.0]","(686, 688]",4.0,"(3.0, 6.0]","(75.0, 90.0]",0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,16.0,9.0,1.0,6.0
debt_consolidation,12.0,305.0,11.0,22.0,712.0,8558.0,27.3,"(10.0, 12.0]","(260.0, 390.0]","(10.0, 11.0]","(21.0, 22.0]","(710, 712]",4.0,"(3.0, 6.0]","(15.0, 30.0]",0.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,7.0,7.0,1.0,3.0
debt_consolidation,9.0,224.0,11.0,7.0,732.0,21477.0,84.9,"(8.0, 10.0]","(130.0, 260.0]","(10.0, 11.0]","(6.0, 7.0]","(730, 732]",4.0,"(3.0, 6.0]","(75.0, 90.0]",0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,13.0,14.0,1.0,3.0
debt_consolidation,12.0,666.0,11.0,21.0,717.0,16777.0,63.3,"(10.0, 12.0]","(650.0, 780.0]","(10.0, 11.0]","(20.0, 21.0]","(716, 718]",4.0,"(3.0, 6.0]","(60.0, 75.0]",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,3.0,1.0,11.0,11.0,1.0,2.0
all_other,10.0,128.0,11.0,11.0,752.0,28817.0,66.6,"(8.0, 10.0]","(0.0, 130.0]","(10.0, 11.0]","(10.0, 11.0]","(750, 752]",4.0,"(3.0, 6.0]","(60.0, 75.0]",0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,9.0,20.0,0.0,0.0
small_business,10.0,321.0,11.0,1.0,742.0,4435.0,36.2,"(8.0, 10.0]","(260.0, 390.0]","(10.0, 11.0]","(0.0, 1.0]","(740, 742]",4.0,"(3.0, 6.0]","(30.0, 45.0]",0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,2.0,0.0,4.0,2.0,1.0,5.0
small_business,13.0,403.0,11.0,12.0,727.0,7951.0,41.8,"(12.0, 14.0]","(390.0, 520.0]","(10.0, 11.0]","(11.0, 12.0]","(726, 728]",4.0,"(3.0, 6.0]","(30.0, 45.0]",0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,10.0,17.0,0.0,0.0
all_other,8.0,188.0,11.0,7.0,772.0,20991.0,47.0,"(6.0, 8.0]","(130.0, 260.0]","(10.0, 11.0]","(6.0, 7.0]","(770, 772]",4.0,"(3.0, 6.0]","(45.0, 60.0]",0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,2.0,0.0,12.0,1.0,3.0
all_other,12.0,364.0,12.0,20.0,717.0,32818.0,87.1,"(10.0, 12.0]","(260.0, 390.0]","(11.0, 12.0]","(19.0, 20.0]","(716, 718]",5.0,"(3.0, 6.0]","(75.0, 90.0]",0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,13.0,7.0,0.0,0.0
all_other,14.000000000000002,341.0,10.0,15.0,677.0,15968.0,47.8,"(14.0, 16.0]","(260.0, 390.0]","(9.0, 10.0]","(14.0, 15.0]","(676, 678]",4.0,"(3.0, 6.0]","(45.0, 60.0]",1.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,14.0,13.0,1.0,5.0
debt_consolidation,11.0,394.0,11.0,11.0,732.0,6789.0,16.3,"(10.0, 12.0]","(390.0, 520.0]","(10.0, 11.0]","(10.0, 11.0]","(730, 732]",4.0,"(3.0, 6.0]","(15.0, 30.0]",0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,2.0,13.0,1.0,1.0,4.0
debt_consolidation,11.0,493.0,11.0,12.0,742.0,24651.0,42.4,"(10.0, 12.0]","(390.0, 520.0]","(10.0, 11.0]","(11.0, 12.0]","(740, 742]",4.0,"(3.0, 6.0]","(30.0, 45.0]",0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,18.0,0.0,0.0
all_other,12.0,279.0,10.0,5.0,717.0,6291.0,81.7,"(10.0, 12.0]","(260.0, 390.0]","(9.0, 10.0]","(4.0, 5.0]","(716, 718]",4.0,"(3.0, 6.0]","(75.0, 90.0]",0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,20.0,20.0,1.0,4.0
debt_consolidation,12.0,343.0,11.0,8.0,727.0,10167.0,89.2,"(10.0, 12.0]","(260.0, 390.0]","(10.0, 11.0]","(7.0, 8.0]","(726, 728]",4.0,"(3.0, 6.0]","(75.0, 90.0]",0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,2.0,3.0,1.0,6.0
credit_card,10.0,212.0,11.0,19.0,752.0,22329.0,40.2,"(8.0, 10.0]","(130.0, 260.0]","(10.0, 11.0]","(18.0, 19.0]","(750, 752]",4.0,"(3.0, 6.0]","(30.0, 45.0]",0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,2.0,6.0,1.0,6.0
credit_card,12.0,825.0,12.0,10.0,752.0,33697.0,51.5,"(10.0, 12.0]","(780.0, 910.0]","(11.0, 12.0]","(9.0, 10.0]","(750, 752]",5.0,"(3.0, 6.0]","(45.0, 60.0]",0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,1.0,21.0,1.0,1.0,5.0
debt_consolidation,13.0,201.0,11.0,19.0,682.0,6334.0,68.1,"(12.0, 14.0]","(130.0, 260.0]","(10.0, 11.0]","(18.0, 19.0]","(680, 682]",4.0,"(3.0, 6.0]","(60.0, 75.0]",1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,20.0,14.0,0.0,2.0
debt_consolidation,13.0,543.0,11.0,23.0,697.0,21180.0,81.5,"(12.0, 14.0]","(520.0, 650.0]","(10.0, 11.0]","(22.0, 23.0]","(696, 698]",4.0,"(3.0, 6.0]","(75.0, 90.0]",0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,8.0,8.0,1.0,5.0
credit_card,12.0,267.0,11.0,19.0,702.0,30140.0,89.4,"(10.0, 12.0]","(260.0, 390.0]","(10.0, 11.0]","(18.0, 19.0]","(700, 702]",4.0,"(3.0, 6.0]","(75.0, 90.0]",0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,1.0,15.0,14.0,1.0,3.0
all_other,9.0,379.0,11.0,9.0,647.0,2910.0,5.8,"(8.0, 10.0]","(260.0, 390.0]","(10.0, 11.0]","(8.0, 9.0]","(646, 648]",3.0,"(0.0, 3.0]","(0.0, 15.0]",0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,7.0,16.0,1.0,2.0
educational,9.0,477.0,11.0,10.0,772.0,4254.0,23.9,"(8.0, 10.0]","(390.0, 520.0]","(10.0, 11.0]","(9.0, 10.0]","(770, 772]",4.0,"(3.0, 6.0]","(15.0, 30.0]",0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,21.0,3.0,0.0,5.0
small_business,18.0,364.0,12.0,22.0,682.0,68276.0,88.0,"(16.0, 18.0]","(260.0, 390.0]","(11.0, 12.0]","(21.0, 22.0]","(680, 682]",5.0,"(3.0, 6.0]","(75.0, 90.0]",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,7.0,18.0,1.0,0.0
home_improvement,13.0,672.0,11.0,10.0,712.0,11440.0,27.7,"(12.0, 14.0]","(650.0, 780.0]","(10.0, 11.0]","(9.0, 10.0]","(710, 712]",4.0,"(3.0, 6.0]","(15.0, 30.0]",0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,2.0,17.0,16.0,1.0,4.0
all_other,11.0,246.0,11.0,17.0,722.0,9200.0,42.8,"(10.0, 12.0]","(130.0, 260.0]","(10.0, 11.0]","(16.0, 17.0]","(720, 722]",4.0,"(3.0, 6.0]","(30.0, 45.0]",0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,12.0,8.0,0.0,2.0
all_other,8.0,219.0,10.0,15.0,752.0,17576.0,36.3,"(6.0, 8.0]","(130.0, 260.0]","(9.0, 10.0]","(14.0, 15.0]","(750, 752]",4.0,"(3.0, 6.0]","(30.0, 45.0]",1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,19.0,1.0,1.0,1.0
